"Council.Name","Area.Name","Year","Measure","Value"
"Renfrewshire","JohnsSaE","2002","Net Migration",-117
"Renfrewshire","JohnsSaE","2003","Net Migration",-128
"Renfrewshire","JohnsSaE","2004","Net Migration",-137
"Renfrewshire","JohnsSaE","2005","Net Migration",-18
"Renfrewshire","JohnsSaE","2006","Net Migration",22
"Renfrewshire","JohnsSaE","2007","Net Migration",73
"Renfrewshire","JohnsSaE","2008","Net Migration",265
"Renfrewshire","JohnsSaE","2009","Net Migration",-1
"Renfrewshire","JohnsSaE","2010","Net Migration",38
"Renfrewshire","JohnsSaE","2011","Net Migration",134
"Renfrewshire","JohnsSaE","2012","Net Migration",-109
"Renfrewshire","JohnsSaE","2013","Net Migration",-255
"Renfrewshire","JohnsSaE","2014","Net Migration",32
"Renfrewshire","JohnsSaE","2015","Net Migration",-118
"Renfrewshire","JohnsSaE","2016","Net Migration",70
"Renfrewshire","JohnsSaE","2017","Net Migration",16
"Renfrewshire","JohnsSaE","2018","Net Migration",150
"Renfrewshire","JohnsSaE","2019","Net Migration",16.8
"Renfrewshire","JohnsSaE","2020","Net Migration",19.3
"Renfrewshire","JohnsSaE","2021","Net Migration",22.6
"Renfrewshire","JohnsSaE","2022","Net Migration",20.4
"Renfrewshire","JohnsSaE","2023","Net Migration",23.4
"Renfrewshire","JohnsSaE","2024","Net Migration",19.5
"Renfrewshire","JohnsSaE","2025","Net Migration",18.7
"Renfrewshire","JohnsSaE","2026","Net Migration",20
"Renfrewshire","JohnsSaE","2027","Net Migration",18.6
"Renfrewshire","JohnsSaE","2028","Net Migration",20.3
"Renfrewshire","JohnsSaE","2029","Net Migration",18.1
"Renfrewshire","JohnsSaE","2030","Net Migration",18.6
"Renfrewshire","JohnsSaE","2002","Total Population",15602
"Renfrewshire","JohnsSaE","2003","Total Population",15456
"Renfrewshire","JohnsSaE","2004","Total Population",15291
"Renfrewshire","JohnsSaE","2005","Total Population",15270
"Renfrewshire","JohnsSaE","2006","Total Population",15287
"Renfrewshire","JohnsSaE","2007","Total Population",15323
"Renfrewshire","JohnsSaE","2008","Total Population",15619
"Renfrewshire","JohnsSaE","2009","Total Population",15632
"Renfrewshire","JohnsSaE","2010","Total Population",15683
"Renfrewshire","JohnsSaE","2011","Total Population",15849
"Renfrewshire","JohnsSaE","2012","Total Population",15746
"Renfrewshire","JohnsSaE","2013","Total Population",15497
"Renfrewshire","JohnsSaE","2014","Total Population",15529
"Renfrewshire","JohnsSaE","2015","Total Population",15425
"Renfrewshire","JohnsSaE","2016","Total Population",15489
"Renfrewshire","JohnsSaE","2017","Total Population",15517
"Renfrewshire","JohnsSaE","2018","Total Population",15670
"Renfrewshire","JohnsSaE","2019","Total Population",15685.5
"Renfrewshire","JohnsSaE","2020","Total Population",15700.1
"Renfrewshire","JohnsSaE","2021","Total Population",15718.5
"Renfrewshire","JohnsSaE","2022","Total Population",15735
"Renfrewshire","JohnsSaE","2023","Total Population",15754.4
"Renfrewshire","JohnsSaE","2024","Total Population",15767.2
"Renfrewshire","JohnsSaE","2025","Total Population",15779.2
"Renfrewshire","JohnsSaE","2026","Total Population",15793.2
"Renfrewshire","JohnsSaE","2027","Total Population",15803.6
"Renfrewshire","JohnsSaE","2028","Total Population",15815.7
"Renfrewshire","JohnsSaE","2029","Total Population",15823.9
"Renfrewshire","JohnsSaE","2030","Total Population",15832.7
"Renfrewshire","JohnsSaE","2002","Dependency Ratio",59.6
"Renfrewshire","JohnsSaE","2003","Dependency Ratio",58.8
"Renfrewshire","JohnsSaE","2004","Dependency Ratio",58.7
"Renfrewshire","JohnsSaE","2005","Dependency Ratio",58.6
"Renfrewshire","JohnsSaE","2006","Dependency Ratio",58.6
"Renfrewshire","JohnsSaE","2007","Dependency Ratio",56.3
"Renfrewshire","JohnsSaE","2008","Dependency Ratio",56.3
"Renfrewshire","JohnsSaE","2009","Dependency Ratio",55.9
"Renfrewshire","JohnsSaE","2010","Dependency Ratio",56.4
"Renfrewshire","JohnsSaE","2011","Dependency Ratio",56.4
"Renfrewshire","JohnsSaE","2012","Dependency Ratio",57.3
"Renfrewshire","JohnsSaE","2013","Dependency Ratio",58
"Renfrewshire","JohnsSaE","2014","Dependency Ratio",58.4
"Renfrewshire","JohnsSaE","2015","Dependency Ratio",58.8
"Renfrewshire","JohnsSaE","2016","Dependency Ratio",59.5
"Renfrewshire","JohnsSaE","2017","Dependency Ratio",59.5
"Renfrewshire","JohnsSaE","2018","Dependency Ratio",60.3
"Renfrewshire","JohnsSaE","2019","Dependency Ratio",60.1
"Renfrewshire","JohnsSaE","2020","Dependency Ratio",60
"Renfrewshire","JohnsSaE","2021","Dependency Ratio",60
"Renfrewshire","JohnsSaE","2022","Dependency Ratio",60.8
"Renfrewshire","JohnsSaE","2023","Dependency Ratio",61.5
"Renfrewshire","JohnsSaE","2024","Dependency Ratio",62
"Renfrewshire","JohnsSaE","2025","Dependency Ratio",62
"Renfrewshire","JohnsSaE","2026","Dependency Ratio",62.7
"Renfrewshire","JohnsSaE","2027","Dependency Ratio",63
"Renfrewshire","JohnsSaE","2028","Dependency Ratio",64
"Renfrewshire","JohnsSaE","2029","Dependency Ratio",64.9
"Renfrewshire","JohnsSaE","2030","Dependency Ratio",65.8
"Renfrewshire","JohnsSaE","2002","Sex Ratio",92.2
"Renfrewshire","JohnsSaE","2003","Sex Ratio",91.9
"Renfrewshire","JohnsSaE","2004","Sex Ratio",92.5
"Renfrewshire","JohnsSaE","2005","Sex Ratio",92.5
"Renfrewshire","JohnsSaE","2006","Sex Ratio",93.4
"Renfrewshire","JohnsSaE","2007","Sex Ratio",91.6
"Renfrewshire","JohnsSaE","2008","Sex Ratio",91.6
"Renfrewshire","JohnsSaE","2009","Sex Ratio",91.5
"Renfrewshire","JohnsSaE","2010","Sex Ratio",91.8
"Renfrewshire","JohnsSaE","2011","Sex Ratio",91.6
"Renfrewshire","JohnsSaE","2012","Sex Ratio",92
"Renfrewshire","JohnsSaE","2013","Sex Ratio",92
"Renfrewshire","JohnsSaE","2014","Sex Ratio",91.2
"Renfrewshire","JohnsSaE","2015","Sex Ratio",91
"Renfrewshire","JohnsSaE","2016","Sex Ratio",90.1
"Renfrewshire","JohnsSaE","2017","Sex Ratio",90.6
"Renfrewshire","JohnsSaE","2018","Sex Ratio",89.9
"Renfrewshire","JohnsSaE","2019","Sex Ratio",90
"Renfrewshire","JohnsSaE","2020","Sex Ratio",90.2
"Renfrewshire","JohnsSaE","2021","Sex Ratio",90.4
"Renfrewshire","JohnsSaE","2022","Sex Ratio",90.7
"Renfrewshire","JohnsSaE","2023","Sex Ratio",90.9
"Renfrewshire","JohnsSaE","2024","Sex Ratio",91.2
"Renfrewshire","JohnsSaE","2025","Sex Ratio",91.5
"Renfrewshire","JohnsSaE","2026","Sex Ratio",91.8
"Renfrewshire","JohnsSaE","2027","Sex Ratio",92.1
"Renfrewshire","JohnsSaE","2028","Sex Ratio",92.4
"Renfrewshire","JohnsSaE","2029","Sex Ratio",92.7
"Renfrewshire","JohnsSaE","2030","Sex Ratio",93
"Renfrewshire","PaisleSE","2002","Life Expectancy - Persons",71.1
"Renfrewshire","PaisleSE","2003","Life Expectancy - Persons",74.9
"Renfrewshire","PaisleSE","2004","Life Expectancy - Persons",76.7
"Renfrewshire","PaisleSE","2005","Life Expectancy - Persons",72
"Renfrewshire","PaisleSE","2006","Life Expectancy - Persons",73.8
"Renfrewshire","PaisleSE","2007","Life Expectancy - Persons",76.9
"Renfrewshire","PaisleSE","2008","Life Expectancy - Persons",73.7
"Renfrewshire","PaisleSE","2009","Life Expectancy - Persons",76.5
"Renfrewshire","PaisleSE","2010","Life Expectancy - Persons",75.4
"Renfrewshire","PaisleSE","2011","Life Expectancy - Persons",78.4
"Renfrewshire","PaisleSE","2012","Life Expectancy - Persons",76.8
"Renfrewshire","PaisleSE","2013","Life Expectancy - Persons",78.3
"Renfrewshire","PaisleSE","2014","Life Expectancy - Persons",79.7
"Renfrewshire","PaisleSE","2015","Life Expectancy - Persons",78.2
"Renfrewshire","PaisleSE","2016","Life Expectancy - Persons",78.7
"Renfrewshire","PaisleSE","2017","Life Expectancy - Persons",78.4
"Renfrewshire","PaisleSE","2018","Life Expectancy - Persons",76.9
"Renfrewshire","PaisleSE","2019","Life Expectancy - Persons",77.8
"Renfrewshire","PaisleSE","2020","Life Expectancy - Persons",77.5
"Renfrewshire","PaisleSE","2021","Life Expectancy - Persons",77.6
"Renfrewshire","PaisleSE","2022","Life Expectancy - Persons",77.7
"Renfrewshire","PaisleSE","2023","Life Expectancy - Persons",77.8
"Renfrewshire","PaisleSE","2024","Life Expectancy - Persons",77.7
"Renfrewshire","PaisleSE","2025","Life Expectancy - Persons",77.8
"Renfrewshire","PaisleSE","2026","Life Expectancy - Persons",78
"Renfrewshire","PaisleSE","2027","Life Expectancy - Persons",78
"Renfrewshire","PaisleSE","2028","Life Expectancy - Persons",78.2
"Renfrewshire","PaisleSE","2029","Life Expectancy - Persons",78.2
"Renfrewshire","PaisleSE","2030","Life Expectancy - Persons",78.5
"Renfrewshire","PaisleSE","2002","Natural Change",-106
"Renfrewshire","PaisleSE","2003","Natural Change",-96
"Renfrewshire","PaisleSE","2004","Natural Change",-42
"Renfrewshire","PaisleSE","2005","Natural Change",-113
"Renfrewshire","PaisleSE","2006","Natural Change",-96
"Renfrewshire","PaisleSE","2007","Natural Change",-112
"Renfrewshire","PaisleSE","2008","Natural Change",-128
"Renfrewshire","PaisleSE","2009","Natural Change",-104
"Renfrewshire","PaisleSE","2010","Natural Change",-103
"Renfrewshire","PaisleSE","2011","Natural Change",-71
"Renfrewshire","PaisleSE","2012","Natural Change",-58
"Renfrewshire","PaisleSE","2013","Natural Change",-68
"Renfrewshire","PaisleSE","2014","Natural Change",-46
"Renfrewshire","PaisleSE","2015","Natural Change",-88
"Renfrewshire","PaisleSE","2016","Natural Change",-88
"Renfrewshire","PaisleSE","2017","Natural Change",-91
"Renfrewshire","PaisleSE","2018","Natural Change",-127
"Renfrewshire","PaisleSE","2019","Natural Change",-97.9
"Renfrewshire","PaisleSE","2020","Natural Change",-106.8
"Renfrewshire","PaisleSE","2021","Natural Change",-108
"Renfrewshire","PaisleSE","2022","Natural Change",-108.5
"Renfrewshire","PaisleSE","2023","Natural Change",-108.6
"Renfrewshire","PaisleSE","2024","Natural Change",-112.3
"Renfrewshire","PaisleSE","2025","Natural Change",-111.6
"Renfrewshire","PaisleSE","2026","Natural Change",-110.6
"Renfrewshire","PaisleSE","2027","Natural Change",-112.1
"Renfrewshire","PaisleSE","2028","Natural Change",-111.2
"Renfrewshire","PaisleSE","2029","Natural Change",-111.8
"Renfrewshire","PaisleSE","2030","Natural Change",-110.5
"Renfrewshire","PaisleSE","2002","Net Migration",-48
"Renfrewshire","PaisleSE","2003","Net Migration",-165
"Renfrewshire","PaisleSE","2004","Net Migration",210
"Renfrewshire","PaisleSE","2005","Net Migration",119
"Renfrewshire","PaisleSE","2006","Net Migration",95
"Renfrewshire","PaisleSE","2007","Net Migration",189
"Renfrewshire","PaisleSE","2008","Net Migration",213
"Renfrewshire","PaisleSE","2009","Net Migration",174
"Renfrewshire","PaisleSE","2010","Net Migration",194
"Renfrewshire","PaisleSE","2011","Net Migration",108
"Renfrewshire","PaisleSE","2012","Net Migration",75
"Renfrewshire","PaisleSE","2013","Net Migration",-4
"Renfrewshire","PaisleSE","2014","Net Migration",99
"Renfrewshire","PaisleSE","2015","Net Migration",5
"Renfrewshire","PaisleSE","2016","Net Migration",-43
"Renfrewshire","PaisleSE","2017","Net Migration",-28
"Renfrewshire","PaisleSE","2018","Net Migration",81
"Renfrewshire","PaisleSE","2019","Net Migration",11.1
"Renfrewshire","PaisleSE","2020","Net Migration",13.5
"Renfrewshire","PaisleSE","2021","Net Migration",16.4
"Renfrewshire","PaisleSE","2022","Net Migration",15.7
"Renfrewshire","PaisleSE","2023","Net Migration",17.6
"Renfrewshire","PaisleSE","2024","Net Migration",14.8
"Renfrewshire","PaisleSE","2025","Net Migration",14.1
"Renfrewshire","PaisleSE","2026","Net Migration",14.2
"Renfrewshire","PaisleSE","2027","Net Migration",13.7
"Renfrewshire","PaisleSE","2028","Net Migration",15.7
"Renfrewshire","PaisleSE","2029","Net Migration",14.2
"Renfrewshire","PaisleSE","2030","Net Migration",14.9
"Renfrewshire","PaisleSE","2002","Total Population",13128
"Renfrewshire","PaisleSE","2003","Total Population",12867
"Renfrewshire","PaisleSE","2004","Total Population",13035
"Renfrewshire","PaisleSE","2005","Total Population",13041
"Renfrewshire","PaisleSE","2006","Total Population",13040
"Renfrewshire","PaisleSE","2007","Total Population",13117
"Renfrewshire","PaisleSE","2008","Total Population",13202
"Renfrewshire","PaisleSE","2009","Total Population",13272
"Renfrewshire","PaisleSE","2010","Total Population",13363
"Renfrewshire","PaisleSE","2011","Total Population",13400
"Renfrewshire","PaisleSE","2012","Total Population",13417
"Renfrewshire","PaisleSE","2013","Total Population",13345
"Renfrewshire","PaisleSE","2014","Total Population",13398
"Renfrewshire","PaisleSE","2015","Total Population",13315
"Renfrewshire","PaisleSE","2016","Total Population",13184
"Renfrewshire","PaisleSE","2017","Total Population",13065
"Renfrewshire","PaisleSE","2018","Total Population",13019
"Renfrewshire","PaisleSE","2019","Total Population",12932.2
"Renfrewshire","PaisleSE","2020","Total Population",12838.8
"Renfrewshire","PaisleSE","2021","Total Population",12747.3
"Renfrewshire","PaisleSE","2022","Total Population",12654.5
"Renfrewshire","PaisleSE","2023","Total Population",12563.5
"Renfrewshire","PaisleSE","2024","Total Population",12466
"Renfrewshire","PaisleSE","2025","Total Population",12368.5
"Renfrewshire","PaisleSE","2026","Total Population",12272.1
"Renfrewshire","PaisleSE","2027","Total Population",12173.7
"Renfrewshire","PaisleSE","2028","Total Population",12078.2
"Renfrewshire","PaisleSE","2029","Total Population",11980.7
"Renfrewshire","PaisleSE","2030","Total Population",11885.1
"Renfrewshire","PaisleSE","2002","Dependency Ratio",63.9
"Renfrewshire","PaisleSE","2003","Dependency Ratio",62.6
"Renfrewshire","PaisleSE","2004","Dependency Ratio",62.9
"Renfrewshire","PaisleSE","2005","Dependency Ratio",63.9
"Renfrewshire","PaisleSE","2006","Dependency Ratio",63.8
"Renfrewshire","PaisleSE","2007","Dependency Ratio",62.9
"Renfrewshire","PaisleSE","2008","Dependency Ratio",61.9
"Renfrewshire","PaisleSE","2009","Dependency Ratio",62
"Renfrewshire","PaisleSE","2010","Dependency Ratio",60.1
"Renfrewshire","PaisleSE","2011","Dependency Ratio",59
"Renfrewshire","PaisleSE","2012","Dependency Ratio",59.9
"Renfrewshire","PaisleSE","2013","Dependency Ratio",60.1
"Renfrewshire","PaisleSE","2014","Dependency Ratio",60.1
"Renfrewshire","PaisleSE","2015","Dependency Ratio",60.4
"Renfrewshire","PaisleSE","2016","Dependency Ratio",60
"Renfrewshire","PaisleSE","2017","Dependency Ratio",60.1
"Renfrewshire","PaisleSE","2018","Dependency Ratio",59.4
"Renfrewshire","PaisleSE","2019","Dependency Ratio",59.7
"Renfrewshire","PaisleSE","2020","Dependency Ratio",60
"Renfrewshire","PaisleSE","2021","Dependency Ratio",60.4
"Renfrewshire","PaisleSE","2022","Dependency Ratio",60.8
"Renfrewshire","PaisleSE","2023","Dependency Ratio",60.9
"Renfrewshire","PaisleSE","2024","Dependency Ratio",61.5
"Renfrewshire","PaisleSE","2025","Dependency Ratio",61.3
"Renfrewshire","PaisleSE","2026","Dependency Ratio",63.2
"Renfrewshire","PaisleSE","2027","Dependency Ratio",65.5
"Renfrewshire","PaisleSE","2028","Dependency Ratio",65.8
"Renfrewshire","PaisleSE","2029","Dependency Ratio",67.4
"Renfrewshire","PaisleSE","2030","Dependency Ratio",68.7
"Renfrewshire","PaisleSE","2002","Sex Ratio",84.4
"Renfrewshire","PaisleSE","2003","Sex Ratio",84.9
"Renfrewshire","PaisleSE","2004","Sex Ratio",83.1
"Renfrewshire","PaisleSE","2005","Sex Ratio",84.3
"Renfrewshire","PaisleSE","2006","Sex Ratio",83.6
"Renfrewshire","PaisleSE","2007","Sex Ratio",83.2
"Renfrewshire","PaisleSE","2008","Sex Ratio",83.2
"Renfrewshire","PaisleSE","2009","Sex Ratio",84.1
"Renfrewshire","PaisleSE","2010","Sex Ratio",85.1
"Renfrewshire","PaisleSE","2011","Sex Ratio",86.1
"Renfrewshire","PaisleSE","2012","Sex Ratio",86.7
"Renfrewshire","PaisleSE","2013","Sex Ratio",86.2
"Renfrewshire","PaisleSE","2014","Sex Ratio",87.1
"Renfrewshire","PaisleSE","2015","Sex Ratio",87.8
"Renfrewshire","PaisleSE","2016","Sex Ratio",87.8
"Renfrewshire","PaisleSE","2017","Sex Ratio",89
"Renfrewshire","PaisleSE","2018","Sex Ratio",89.8
"Renfrewshire","PaisleSE","2019","Sex Ratio",89.9
"Renfrewshire","PaisleSE","2020","Sex Ratio",90.1
"Renfrewshire","PaisleSE","2021","Sex Ratio",90.3
"Renfrewshire","PaisleSE","2022","Sex Ratio",90.6
"Renfrewshire","PaisleSE","2023","Sex Ratio",90.9
"Renfrewshire","PaisleSE","2024","Sex Ratio",91.1
"Renfrewshire","PaisleSE","2025","Sex Ratio",91.4
"Renfrewshire","PaisleSE","2026","Sex Ratio",91.6
"Renfrewshire","PaisleSE","2027","Sex Ratio",91.9
"Renfrewshire","PaisleSE","2028","Sex Ratio",92.1
"Renfrewshire","PaisleSE","2029","Sex Ratio",92.4
"Renfrewshire","PaisleSE","2030","Sex Ratio",92.6
"Renfrewshire","PaisleSW","2002","Life Expectancy - Persons",75.2
"Renfrewshire","PaisleSW","2003","Life Expectancy - Persons",77.9
"Renfrewshire","PaisleSW","2004","Life Expectancy - Persons",73.8
"Renfrewshire","PaisleSW","2005","Life Expectancy - Persons",77.5
"Renfrewshire","PaisleSW","2006","Life Expectancy - Persons",76.7
"Renfrewshire","PaisleSW","2007","Life Expectancy - Persons",76.3
"Renfrewshire","PaisleSW","2008","Life Expectancy - Persons",76.9
"Renfrewshire","PaisleSW","2009","Life Expectancy - Persons",76.8
"Renfrewshire","PaisleSW","2010","Life Expectancy - Persons",76.7
"Renfrewshire","PaisleSW","2011","Life Expectancy - Persons",78.5
"Renfrewshire","PaisleSW","2012","Life Expectancy - Persons",77.3
"Renfrewshire","PaisleSW","2013","Life Expectancy - Persons",76
"Renfrewshire","PaisleSW","2014","Life Expectancy - Persons",78.1
"Renfrewshire","PaisleSW","2015","Life Expectancy - Persons",76.9
"Renfrewshire","PaisleSW","2016","Life Expectancy - Persons",77.2
"Renfrewshire","PaisleSW","2017","Life Expectancy - Persons",77.5
"Renfrewshire","PaisleSW","2018","Life Expectancy - Persons",76.8
"Renfrewshire","PaisleSW","2019","Life Expectancy - Persons",77.9
"Renfrewshire","PaisleSW","2020","Life Expectancy - Persons",77.5
"Renfrewshire","PaisleSW","2021","Life Expectancy - Persons",77.6
"Renfrewshire","PaisleSW","2022","Life Expectancy - Persons",77.8
"Renfrewshire","PaisleSW","2023","Life Expectancy - Persons",77.9
"Renfrewshire","PaisleSW","2024","Life Expectancy - Persons",77.8
"Renfrewshire","PaisleSW","2025","Life Expectancy - Persons",77.9
"Renfrewshire","PaisleSW","2026","Life Expectancy - Persons",78
"Renfrewshire","PaisleSW","2027","Life Expectancy - Persons",78
"Renfrewshire","PaisleSW","2028","Life Expectancy - Persons",78.2
"Renfrewshire","PaisleSW","2029","Life Expectancy - Persons",78.3
"Renfrewshire","PaisleSW","2030","Life Expectancy - Persons",78.5
"Renfrewshire","PaisleSW","2002","Natural Change",37
"Renfrewshire","PaisleSW","2003","Natural Change",31
"Renfrewshire","PaisleSW","2004","Natural Change",-7
"Renfrewshire","PaisleSW","2005","Natural Change",19
"Renfrewshire","PaisleSW","2006","Natural Change",20
"Renfrewshire","PaisleSW","2007","Natural Change",-4
"Renfrewshire","PaisleSW","2008","Natural Change",-1
"Renfrewshire","PaisleSW","2009","Natural Change",-28
"Renfrewshire","PaisleSW","2010","Natural Change",-19
"Renfrewshire","PaisleSW","2011","Natural Change",-9
"Renfrewshire","PaisleSW","2012","Natural Change",-27
"Renfrewshire","PaisleSW","2013","Natural Change",-34
"Renfrewshire","PaisleSW","2014","Natural Change",-10
"Renfrewshire","PaisleSW","2015","Natural Change",-72
"Renfrewshire","PaisleSW","2016","Natural Change",-58
"Renfrewshire","PaisleSW","2017","Natural Change",-41
"Renfrewshire","PaisleSW","2018","Natural Change",-64
"Renfrewshire","PaisleSW","2019","Natural Change",-66.3
"Renfrewshire","PaisleSW","2020","Natural Change",-75.3
"Renfrewshire","PaisleSW","2021","Natural Change",-76.3
"Renfrewshire","PaisleSW","2022","Natural Change",-78.3
"Renfrewshire","PaisleSW","2023","Natural Change",-80
"Renfrewshire","PaisleSW","2024","Natural Change",-86.1
"Renfrewshire","PaisleSW","2025","Natural Change",-87
"Renfrewshire","PaisleSW","2026","Natural Change",-87.6
"Renfrewshire","PaisleSW","2027","Natural Change",-91.2
"Renfrewshire","PaisleSW","2028","Natural Change",-91.6
"Renfrewshire","PaisleSW","2029","Natural Change",-95.2
"Renfrewshire","PaisleSW","2030","Natural Change",-95.9
"Renfrewshire","PaisleSW","2002","Net Migration",-163
"Renfrewshire","PaisleSW","2003","Net Migration",-168
"Renfrewshire","PaisleSW","2004","Net Migration",-111
"Renfrewshire","PaisleSW","2005","Net Migration",86
"Renfrewshire","PaisleSW","2006","Net Migration",-113
"Renfrewshire","PaisleSW","2007","Net Migration",-59
"Renfrewshire","PaisleSW","2008","Net Migration",-165
"Renfrewshire","PaisleSW","2009","Net Migration",-31
"Renfrewshire","PaisleSW","2010","Net Migration",-41
"Renfrewshire","PaisleSW","2011","Net Migration",-64
"Renfrewshire","PaisleSW","2012","Net Migration",-115
"Renfrewshire","PaisleSW","2013","Net Migration",-92
"Renfrewshire","PaisleSW","2014","Net Migration",-9
"Renfrewshire","PaisleSW","2015","Net Migration",-42
"Renfrewshire","PaisleSW","2016","Net Migration",37
"Renfrewshire","PaisleSW","2017","Net Migration",97
"Renfrewshire","PaisleSW","2018","Net Migration",-151
"Renfrewshire","PaisleSW","2019","Net Migration",-29.4
"Renfrewshire","PaisleSW","2020","Net Migration",-26.8
"Renfrewshire","PaisleSW","2021","Net Migration",-22.9
"Renfrewshire","PaisleSW","2022","Net Migration",-25.1
"Renfrewshire","PaisleSW","2023","Net Migration",-21.9
"Renfrewshire","PaisleSW","2024","Net Migration",-26.2
"Renfrewshire","PaisleSW","2025","Net Migration",-27.4
"Renfrewshire","PaisleSW","2026","Net Migration",-25.7
"Renfrewshire","PaisleSW","2027","Net Migration",-27.5
"Renfrewshire","PaisleSW","2028","Net Migration",-25.7
"Renfrewshire","PaisleSW","2029","Net Migration",-27.1
"Renfrewshire","PaisleSW","2030","Net Migration",-26.7
"Renfrewshire","PaisleSW","2002","Total Population",18012
"Renfrewshire","PaisleSW","2003","Total Population",17875
"Renfrewshire","PaisleSW","2004","Total Population",17757
"Renfrewshire","PaisleSW","2005","Total Population",17862
"Renfrewshire","PaisleSW","2006","Total Population",17769
"Renfrewshire","PaisleSW","2007","Total Population",17706
"Renfrewshire","PaisleSW","2008","Total Population",17540
"Renfrewshire","PaisleSW","2009","Total Population",17481
"Renfrewshire","PaisleSW","2010","Total Population",17421
"Renfrewshire","PaisleSW","2011","Total Population",17348
"Renfrewshire","PaisleSW","2012","Total Population",17206
"Renfrewshire","PaisleSW","2013","Total Population",17080
"Renfrewshire","PaisleSW","2014","Total Population",17061
"Renfrewshire","PaisleSW","2015","Total Population",16947
"Renfrewshire","PaisleSW","2016","Total Population",16926
"Renfrewshire","PaisleSW","2017","Total Population",16982
"Renfrewshire","PaisleSW","2018","Total Population",16767
"Renfrewshire","PaisleSW","2019","Total Population",16671.3
"Renfrewshire","PaisleSW","2020","Total Population",16569.2
"Renfrewshire","PaisleSW","2021","Total Population",16470
"Renfrewshire","PaisleSW","2022","Total Population",16366.6
"Renfrewshire","PaisleSW","2023","Total Population",16264.7
"Renfrewshire","PaisleSW","2024","Total Population",16152.4
"Renfrewshire","PaisleSW","2025","Total Population",16038.1
"Renfrewshire","PaisleSW","2026","Total Population",15924.7
"Renfrewshire","PaisleSW","2027","Total Population",15806.1
"Renfrewshire","PaisleSW","2028","Total Population",15688.7
"Renfrewshire","PaisleSW","2029","Total Population",15566.5
"Renfrewshire","PaisleSW","2030","Total Population",15443.8
"Renfrewshire","PaisleSW","2002","Dependency Ratio",52.2
"Renfrewshire","PaisleSW","2003","Dependency Ratio",51.5
"Renfrewshire","PaisleSW","2004","Dependency Ratio",51.1
"Renfrewshire","PaisleSW","2005","Dependency Ratio",52.3
"Renfrewshire","PaisleSW","2006","Dependency Ratio",52.2
"Renfrewshire","PaisleSW","2007","Dependency Ratio",52.5
"Renfrewshire","PaisleSW","2008","Dependency Ratio",52.8
"Renfrewshire","PaisleSW","2009","Dependency Ratio",52.9
"Renfrewshire","PaisleSW","2010","Dependency Ratio",53.1
"Renfrewshire","PaisleSW","2011","Dependency Ratio",52.9
"Renfrewshire","PaisleSW","2012","Dependency Ratio",53.8
"Renfrewshire","PaisleSW","2013","Dependency Ratio",54.2
"Renfrewshire","PaisleSW","2014","Dependency Ratio",54.8
"Renfrewshire","PaisleSW","2015","Dependency Ratio",54.5
"Renfrewshire","PaisleSW","2016","Dependency Ratio",54.4
"Renfrewshire","PaisleSW","2017","Dependency Ratio",54.7
"Renfrewshire","PaisleSW","2018","Dependency Ratio",55.5
"Renfrewshire","PaisleSW","2019","Dependency Ratio",55.9
"Renfrewshire","PaisleSW","2020","Dependency Ratio",56.4
"Renfrewshire","PaisleSW","2021","Dependency Ratio",57.7
"Renfrewshire","PaisleSW","2022","Dependency Ratio",58.5
"Renfrewshire","PaisleSW","2023","Dependency Ratio",60.3
"Renfrewshire","PaisleSW","2024","Dependency Ratio",61
"Renfrewshire","PaisleSW","2025","Dependency Ratio",62.3
"Renfrewshire","PaisleSW","2026","Dependency Ratio",64
"Renfrewshire","PaisleSW","2027","Dependency Ratio",65.3
"Renfrewshire","PaisleSW","2028","Dependency Ratio",66.9
"Renfrewshire","PaisleSW","2029","Dependency Ratio",68.2
"Renfrewshire","PaisleSW","2030","Dependency Ratio",70
"Renfrewshire","PaisleSW","2002","Sex Ratio",90.9
"Renfrewshire","PaisleSW","2003","Sex Ratio",90.8
"Renfrewshire","PaisleSW","2004","Sex Ratio",90.3
"Renfrewshire","PaisleSW","2005","Sex Ratio",89.2
"Renfrewshire","PaisleSW","2006","Sex Ratio",89.8
"Renfrewshire","PaisleSW","2007","Sex Ratio",88.1
"Renfrewshire","PaisleSW","2008","Sex Ratio",88.4
"Renfrewshire","PaisleSW","2009","Sex Ratio",88.6
"Renfrewshire","PaisleSW","2010","Sex Ratio",89
"Renfrewshire","PaisleSW","2011","Sex Ratio",89.8
"Renfrewshire","PaisleSW","2012","Sex Ratio",89.1
"Renfrewshire","PaisleSW","2013","Sex Ratio",89.8
"Renfrewshire","PaisleSW","2014","Sex Ratio",89.9
"Renfrewshire","PaisleSW","2015","Sex Ratio",90.3
"Renfrewshire","PaisleSW","2016","Sex Ratio",90.9
"Renfrewshire","PaisleSW","2017","Sex Ratio",90.5
"Renfrewshire","PaisleSW","2018","Sex Ratio",91
"Renfrewshire","PaisleSW","2019","Sex Ratio",91.2
"Renfrewshire","PaisleSW","2020","Sex Ratio",91.5
"Renfrewshire","PaisleSW","2021","Sex Ratio",91.7
"Renfrewshire","PaisleSW","2022","Sex Ratio",91.9
"Renfrewshire","PaisleSW","2023","Sex Ratio",92.2
"Renfrewshire","PaisleSW","2024","Sex Ratio",92.4
"Renfrewshire","PaisleSW","2025","Sex Ratio",92.6
